USERID,CGPA,Salary_month_USD,Special Bonus_GBP
3119,2.717752941,4000,4067
7974,2.418746864,7666.666667,2998
8557,3.710314091,10833.33333,2381
10781,3.903578931,6666.666667,813
9762,2.727687907,4666.666667,514
9099,3.220447182,5416.666667,3448
3410,2.32699302,8333.333333,904
405,3.387472201,3750,2550
6004,2.781501868,8333.333333,4521
132,2.635744309,5416.666667,1998
7610,2.509068104,5000,2563
3195,3.841807297,11666.66667,2333
838,3.474667176,3583.333333,4477
9838,2.560756724,5966.666667,3924
720,2.233719713,6666.666667,4116
11697,2.134197997,11416.66667,3604
4473,3.121959629,7416.666667,1673
1352,3.803288006,4166.666667,282
12956,2.426610107,7666.666667,4885
1637,3.591768359,5958.333333,2144
1033,2.530209422,7500,3914
1183,2.961973215,5916.666667,2742
4143,2.932883866,6250,4113
7659,2.806280428,8333.333333,3739
1754,2.568364384,8425,2113
2815,2.908814347,3767,4383
5560,2.502774242,3916.666667,1729
12156,2.234833619,8333.333333,1024
2755,2.843173918,6656.666667,3094
10132,3.861052958,4750,2863
11107,2.020611304,7083.333333,1480
1436,2.699114672,3500,2248
3341,2.893773969,5507.416667,3992
4010,2.509133179,6333.333333,4191
5740,3.315843554,5000,4186
2874,3.382677879,7200,3741
2712,3.511103877,7500,2423
12556,3.248638016,6666.666667,4441
341,2.894419465,7375,842
2272,2.62590277,4000,4369
11745,3.642237956,4622.25,3903
2874,2.033318484,11250,3830
3111,3.447733185,12083.33333,335
5826,2.581413953,4683.333333,2742
651,3.340281225,5833.333333,4516
7141,3.933814068,3973.75,1414
12121,2.891487353,11166.66667,2423
5440,2.086322197,3333.333333,1662
9682,3.578465803,12083.33333,2682
13353,3.492726233,5458.333333,1775
9098,3.539001641,9666.666667,1339
11185,2.887846293,6331,1804
3761,3.871672503,9750,1683
945,2.745361269,10833.33333,1341
12708,3.647945862,8750,314
4995,2.856519925,10833.33333,864
9862,3.9210925,10833.33333,707
12879,3.548432524,8500,1163
5875,2.010231429,8333.333333,1126
9663,3.074947041,5207.333333,3630
9784,2.997792321,8416.666667,50
12126,2.593381238,7100,3632
12824,2.070523411,5333.333333,3806
9846,3.71015237,10416.66667,4760
93,2.261776357,8333.333333,1071
9994,2.255929288,12082.58333,990
13001,3.593048989,9633.333333,2563
164,2.423630187,3416.666667,3407
12782,3.561636083,6083.333333,797
13130,3.716755656,9004.583333,546
2364,3.413438677,5000,4517
8894,3.670892379,6250,3153
7956,3.204813632,12583.33333,2767
5354,3.871646053,7916.666667,4092
67,3.904785608,7875,319
6953,3.829649353,4583.333333,2507
10952,3.447661088,5583.333333,1155
1422,3.407787273,9208.333333,3530
8090,3.117103721,6083.333333,2999
2014,2.93224029,12416.66667,3635
5143,3.839469163,7250,1775
7288,2.333617874,6500,1920
11328,3.371647638,6156.666667,3108
4248,3.363408696,8333.333333,3754
6463,2.6206976,8583.333333,1498
6785,2.670417476,5416.666667,2729
6874,3.230760275,5000,1776
1339,2.519345073,8207.166667,3968
1623,2.310329593,7625,3462
10970,3.269453787,6666.666667,4086
8305,3.836004554,4875,3100
3692,2.186334737,8000,980
10784,3.062000131,7083.333333,2592
895,3.585702438,5977.833333,3172
11081,2.897980843,9820.916667,3495
6053,3.067095614,7250,1131
8698,2.802371469,5684.583333,3298
5520,2.818515684,5833.333333,4521
3839,2.671785523,5725,1046
6982,2.011520788,6722.75,3112
918,3.045234519,5416.666667,174
1189,2.775069065,9500,1696
91,2.535236231,3416.666667,2395
3966,3.555517756,6000,195
10869,3.577511315,9333.333333,3997
6489,2.753006471,4041.666667,1691
1149,2.566689595,7666.666667,4387
938,3.881892492,5666.666667,4435
7828,2.11155734,6583.333333,3299
2281,3.479829937,5916.666667,2109
8044,3.041820703,7250,4269
7705,2.653186365,7416.666667,2592
9384,2.859618598,3333.333333,2143
9099,3.441135118,5083.333333,4378
11962,2.892626426,5583.333333,4776
6165,3.176388958,6500,4511
12736,3.984610836,6948.75,3463
4670,2.200259625,8666.666667,867
4803,2.791548632,5791.666667,4481
7486,2.472803391,5833.333333,3955
5288,2.292687403,5583.333333,4094
9014,2.650554461,5666.666667,2501
6870,2.083670309,4583.333333,3285
11741,2.174805945,5566.666667,1345
12024,2.696216721,9560.416667,3659
5755,2.699742243,5633.333333,3338
829,2.993740614,10000,1144
901,3.091531931,4333.333333,3677
12520,2.529592363,8166.666667,3541
12779,2.145994557,4333.333333,3782
11800,2.085248353,10666.66667,2751
697,3.259831993,10833.33333,755
4462,3.363303974,6666.666667,2766
3744,2.532252792,3813.333333,4641
10638,2.359957725,3466.666667,4121
2547,2.705655301,4750,4997
8275,3.162488561,7916.666667,1638
11166,3.852965851,9166.666667,2695
1366,3.531232641,7750,1808
10927,3.978860492,5916.666667,2259
10945,3.525100516,6250,2918
12950,3.118633846,5833.333333,3944
7364,2.196717145,5333.333333,4496
2332,3.942988735,6000,447
7727,3.111965626,3750,3396
9103,2.408380129,7418.75,3738
308,3.404812641,4333.333333,3569
7858,2.038432112,12041.66667,3497
2427,2.855821147,6900,2935
3943,3.333878426,10416.66667,3556
1252,2.109175009,6250,3885
914,3.986844909,5333.333333,2301
8701,2.245316615,12083.33333,2495
7903,3.65760618,3750,674
5399,3.72462991,5833.333333,2747
11852,2.231196805,5733.333333,3331
113,3.932140732,3750,866
9304,3.612611161,5916.666667,1915
6941,2.109381672,4083.333333,1267
13011,3.362979021,8166.666667,525
5720,3.436064917,6833.333333,2099
3357,2.153037531,3500,417
2809,3.076058345,11000,2696
7240,3.457946516,5971.666667,3655
10667,3.65811731,4333.333333,1917
10263,3.78104989,8000,4163
4617,2.907617044,6333.333333,1657
11826,3.393715643,5500,3642
3115,3.894307792,3416.666667,2465
4156,3.29202127,7971.916667,1973
3563,3.275591991,3166.666667,4552
367,2.282310566,5000,2445
9768,2.288854105,3916.666667,3414
7842,2.237074557,3813.333333,3166
2617,3.193592553,3166.666667,1316
10773,2.672440148,8250,2798
94,2.142832773,3654.166667,4210
4092,3.781523431,5833.333333,2863
10190,2.472802706,4333.333333,1484
4202,2.744789124,4375,2861
3479,2.470596675,4666.666667,484
3990,3.037795193,9583.333333,4793
9801,2.018173445,7916.666667,1793
1455,2.915932707,7333.333333,860
7789,2.043785849,11833.33333,1381
12063,3.111423828,3333.333333,2580
2306,3.183108619,7500,2022
11248,2.45603739,6666.666667,4978
5926,2.817293388,7500,4907
8025,2.668220211,8000,2336
13246,2.127574391,3416.666667,3240
10587,3.859622413,11666.66667,2850
6463,2.976177683,5500,3390
1609,3.956703588,4500,4627
889,3.413762523,5206.666667,447
7114,3.163469389,6500,3575
2298,2.216561274,7416.666667,2414
3931,2.543945635,7500,4813
9430,2.521397325,10000,4681
698,2.084667446,4166.666667,1945
1800,3.813342645,3391.666667,4091
6847,3.477339086,10000,1709
7489,3.204232038,7750,3396
12619,2.801893938,4583.333333,1800
2417,2.932984219,9166.666667,551
11647,2.111496541,3250,1045
12037,2.793379758,6166.666667,2643
7285,2.045126772,4416.666667,4569
1117,3.202767165,7833.333333,4847
4224,3.226005413,4000,1563
5375,3.473169605,3293.333333,622
4363,3.54387823,5000,4955
5563,2.359349166,4853.333333,2937
4997,2.618113814,3416.666667,3210
950,2.720486987,8750,2344
12322,2.485127449,11125,1323
11149,3.900650345,11333.33333,3704
12640,2.805431696,10416.66667,962
2346,2.099756067,7166.666667,4722
7428,2.182704467,4375,3215
2242,2.444762531,7500,13
5250,2.585271164,4166.666667,3563
9216,3.690597915,3946.833333,2605
13019,3.52990882,5583.333333,3391
11406,3.215116617,4583.333333,1885
3868,2.172894057,6250,551
535,2.968176752,6750,830
496,3.452613619,4204.166667,3237
12432,3.387920537,6000,3905
10982,3.740132207,3500,1183
711,3.509395924,6137.25,1297
10378,3.940928575,8844.75,3936
4450,3.470860086,5000,3595
9753,3.07428586,4573.083333,3223
4330,3.108082836,6500,4706
6316,2.793600067,4125,689
10785,2.957486306,6666.666667,2079
266,3.100408328,5208.333333,2847
2937,3.26341444,7875,1392
10586,2.62247675,3208.333333,2178
9754,2.351313818,4166.666667,2878
10548,3.525283585,6000,4278
9443,3.888339368,8416.666667,236
4643,3.141036801,9916.666667,4137
6824,3.620471704,8500,4907
4508,2.08919725,4233.333333,1515
2728,2.347925441,10416.66667,1031
10177,2.502469373,4333.333333,2604
11618,3.040432063,11000,2882
10529,2.349087344,10000,801
13253,2.387444022,10416.66667,1055
4185,3.957708349,7416.666667,2732
6736,3.282699357,7916.666667,1229
1722,2.665628833,4583.333333,1222
1107,2.835156045,3812.5,4180
12417,2.472724854,5000,1257
8207,3.988871334,6719.666667,3378
4088,2.045526051,7240.083333,1088
2343,2.03230204,6500,2415
11533,3.095689436,6166.666667,2010
3989,2.258290732,6250,4501
12224,3.931149092,6066.666667,4895
762,3.163386423,8416.666667,4685
12611,3.502683094,4583.333333,1584
11086,2.06626207,9083.333333,4297
405,2.62415295,10750,2949
6871,2.562881911,5833.333333,2679
13340,2.26532967,7083.333333,1743
7355,2.434060529,8653.5,619
11860,2.71264508,4333.333333,3310
3072,2.28286365,4916.666667,3972
12207,2.141720699,10416.66667,1035
6914,3.070587643,6666.666667,189
4988,2.272631127,3750,343
2801,3.060152478,6465.5,588
3411,3.462146028,8666.666667,541
9554,3.97522865,6240,3413
553,3.727449876,7666.666667,4514
11502,2.98822769,4875,397
7691,2.601760087,11666.66667,2572
4366,2.899949906,5833.333333,3874
4820,2.507839037,3333.333333,1413
12044,3.880061842,5000,2699
217,2.616162891,8216.666667,4515
11984,3.973195353,5166.666667,1124
10369,2.640510446,9166.666667,1736
535,2.987773772,7708.333333,75
10564,3.103344291,10250,2835
13383,3.877773529,6250,1614
8499,3.41327654,3466.666667,3329
2861,3.173702796,6875,2017
77,3.445421574,4500,4571
9695,3.80059299,11416.66667,4828
7747,2.276961435,5166.666667,3996
11236,3.201497257,4506.666667,3816
3448,2.715201839,4250,2134
4707,2.631218468,5000,4179
10485,2.51951586,5166.666667,624
11443,2.139211516,5416.666667,288
12030,3.457698413,6750,355
484,3.977604252,5083.333333,2484
3646,3.878661644,8750,4749
3869,2.648836974,3916.666667,3890
9085,3.997246574,8833.333333,1408
8632,3.103463397,3917.333333,3984
8976,2.832793374,4083.333333,3145
8354,3.171320133,10250,319
5362,2.569723964,6833.333333,9
11105,3.647871983,5293.666667,1343
1128,2.993924287,5583.333333,1399
3576,2.884738009,8333.333333,24
8660,3.760133157,5250,2665
11147,2.839019932,4500,920
10718,2.832130884,6945.833333,919
8667,2.823965957,6416.666667,86
5302,3.951732719,7500,1282
12497,3.280927964,8583.333333,47
6652,3.343652034,10833.33333,4892
1888,3.678435218,3750,1444
12975,2.318706102,6565.5,2959
3996,3.517226451,8333.333333,1344
9873,2.657825545,10833.33333,4444
11243,3.014448603,6833.333333,1730
7255,2.730704224,4166.666667,735
11772,2.322640259,8583.333333,415
8512,2.823993648,4268.833333,1177
5455,3.631909774,5583.333333,4588
9790,3.733675587,4166.666667,3965
1565,2.421451441,3466.666667,2761
13316,3.777997176,6416.666667,4352
7674,3.38056521,5275,4013
3152,3.641221266,5000,4567
10136,2.090594384,10291.66667,2271
2403,3.214883835,11000,3611
8154,3.263475836,4458.333333,3094
3560,2.88916806,4000,4649
131,3.121413475,10333.33333,1350
3886,3.170029504,9500,2937
13402,2.758223176,6500,3156
1776,2.898113563,7333.333333,2294
3620,3.004810604,7750,3720
7808,3.439730913,6250,2420
9009,2.747785507,4750,413
936,3.386788361,9583.333333,3035
4673,2.771732285,7750,4985
10467,3.701525223,6666.666667,2961
6209,3.821323143,5416.666667,155
5705,3.032459644,7750,2503
12729,2.349319059,7081.25,2087
12708,3.597753589,12583.33333,4485
1590,2.69823761,3466.666667,1073
1508,2.734128769,5833.333333,1735
3560,3.610947155,5416.666667,4404
4125,2.939027935,5416.666667,3122
3637,3.14672358,4916.666667,2350
10688,2.396259693,5000,1174
2584,2.138408558,4583.333333,4164
4034,3.456462414,6458.333333,3709
7533,3.895765539,5083.333333,3006
9542,3.321557814,3833.333333,4172
1230,2.478912737,5416.666667,1421
11744,2.52518039,10000,1131
882,3.947225426,6333.333333,1715
10691,2.58759546,5080.416667,4106
5973,2.65991149,4666.666667,4510
12464,2.54446841,7500,326
11111,3.154768134,5833.333333,2810
7272,2.12791344,11375,2188
9422,3.418038892,7083.333333,1931
6045,3.181600184,5833.333333,1051
11725,2.07538929,5666.666667,4609
1895,2.195711344,9500,1936
2160,3.887074991,5750,1624
854,3.27493577,8894.416667,4615
1022,2.506469294,6666.666667,1869
4276,2.49835532,7659.5,3809
8071,2.214008309,4544.833333,2261
5639,3.157568841,7500,1983
8128,3.554852797,9916.666667,2610
7090,2.921924043,9120.833333,1108
2116,3.395549202,5538.583333,1784
4398,3.598056657,8750,1007
11843,3.792591715,7083.333333,1643
12785,3.888669888,4916.666667,1563
4047,3.523439089,7500,1839
11148,2.186450764,6375,1212
3472,2.364053896,7892.5,2308
5621,2.662843193,10833.33333,1053
9375,3.034318129,3583.333333,3068
2255,2.314431755,8125,1551
7273,2.111006483,4666.666667,3520
2430,2.052896945,6066.666667,2451
6170,3.230838619,5416.666667,3152
5084,3.470464806,7500,3082
9780,2.907715816,7833.333333,2595
3739,3.365876754,7916.666667,2639
1933,2.118183645,6333.333333,2790
1285,2.297327088,4208.333333,524
2875,3.358433639,7416.666667,856
658,3.909219399,3750,1057
10759,3.85495106,4166.666667,3083
433,2.393711945,4461.583333,4828
9918,3.953800614,6208.333333,3527
8368,3.303432472,5090.75,4962
9587,2.804152959,3399.833333,4955
7464,3.067214287,6250,4122
6105,3.246368512,11250,3719
3457,3.483685408,7500,2054
2391,3.580517339,3200,919
12005,2.27770847,7666.666667,1704
2459,3.485742176,12250,1903
1710,2.391034172,5166.666667,159
10081,3.282199062,5166.666667,623
5544,3.435132822,8333.333333,4316
4424,2.771834134,4333.333333,3018
1068,2.705944538,5333.333333,1319
665,3.641329422,7083.333333,1194
8144,2.689442978,10000,172
978,2.681180321,7966.666667,595
7260,2.894125563,6666.666667,4999
6989,2.003648514,5416.666667,2598
7908,2.464593678,8166.666667,4252
3554,2.484956207,7198.5,1346
7155,2.33686102,8083.333333,2452
7246,2.921477059,6250,149
3167,2.320697871,6416.666667,1519
4733,2.897200969,4666.666667,121
12666,2.068581947,4250,1944
4523,2.122505219,8333.333333,1003
1475,3.345662822,6500,3743
7897,2.402573418,5666.666667,2296
5720,2.360313465,3200,4794
10137,3.31904033,6250,3634
9276,2.496707017,12583.33333,3034
9367,2.075108255,7583.333333,4071
12462,2.163453762,5416.666667,4077
8581,3.33504948,7500,647
6043,2.675362528,8500,3635
12846,2.250953364,8583.333333,3202
4967,2.550128568,7083.333333,2897
9525,2.18423629,6066.666667,2438
2994,3.940244878,7083.333333,4377
8660,2.982515088,5000,1174
638,2.024706489,4166.666667,3491
10391,2.854498625,5250,1915
4957,2.935642928,7083.333333,4280
7246,2.734006909,6233.583333,2564
10392,2.902616315,6666.666667,3514
10871,3.411726971,4833.333333,1293
2102,2.615960106,5666.666667,1482
5679,3.247612031,4366.666667,786
5356,2.791288663,7500,803
5698,3.781541862,7416.666667,3580
11902,2.253184235,5666.666667,920
10879,3.687888959,11193.16667,4266
9298,2.89038471,6500,3246
2853,3.572460417,6750,611
450,2.762898121,4666.666667,2709
12143,3.552969537,7708.333333,1979
7036,3.633515354,4881,1671
2002,2.450270282,6000,3040
11899,2.521596607,6305,2441
10985,2.986403839,4347.833333,483
1496,2.577110337,7583.333333,3364
7551,2.368518195,7416.666667,3657
7661,3.952073397,4500,1895
9792,2.96968888,6666.666667,2587
12432,2.54355313,5416.666667,2416
2326,2.251202068,9250,4926
4443,2.839306601,6666.666667,2766
1037,2.249012504,9166.666667,1990
5646,3.516821059,8333.333333,2277
6416,3.771467531,8583.333333,1485
4799,2.556181167,5125,135
10525,2.286161778,3729.166667,367
5532,3.668428892,5666.666667,1675
6780,2.283587365,4458.333333,3906
5429,3.747358973,6333.333333,4260
7537,2.199180469,7333.916667,3517
1142,2.050656903,3166.666667,127
5211,3.445361842,11250,4725
8907,3.436024358,3333.333333,1802
2452,2.392026973,5833.333333,998
10563,2.92985521,4500,3469
10549,3.822146994,5833.333333,3729
12818,2.378795749,4250,1077
13182,2.385011459,7416.666667,3987
368,3.056893476,8333.333333,4682
13091,3.738939447,6250,1919
6842,2.953293931,12500,122
7000,2.567753444,3500,1336
711,2.880864817,9750,2853
2550,3.904677967,3541.666667,4758
4287,2.498004508,5333.333333,615
6586,3.212315895,6750,756
6058,2.563607982,6666.666667,657
4761,3.936532651,8000,195
10216,2.843933512,5166.666667,1806
10540,3.17505384,7554.666667,847
3573,2.122327816,4333.333333,4095
881,2.11569413,7500,4652
12334,3.131914156,9250,261
6269,3.937181036,9000,3975
12597,3.401203107,4516.666667,1166
1893,3.811153794,4166.666667,426
12876,3.278584774,5916.666667,3766
4434,3.869667185,9083.333333,1289
6092,2.892621942,5375,2279
3739,2.532497545,7500,1506
5737,3.317390831,4375,4836
4620,3.943562887,5500,559
9126,2.645839413,10833.33333,2543
5639,2.390532702,7166.666667,2005
8211,2.46176816,4541.666667,652
12868,2.1915429,5416.666667,1669
9500,3.984367643,8730.75,1326
6933,3.984712166,9000,3636
8697,2.336279138,9333.333333,1249
572,3.873633808,4666.666667,2382
8927,3.459401122,7841.666667,117
11453,2.882040976,3750,1414
8178,2.97367793,4666.666667,1781
4860,2.965453413,11666.66667,2434
3638,2.09149317,5583.333333,24
80,3.139701364,5583.333333,699
8505,2.251190839,5373.333333,1765
10728,3.441551285,8833.333333,290
10320,2.810556756,6887.916667,1939
11793,3.249135323,6666.666667,3694
13008,3.533988593,5583.333333,930
2655,2.065564319,6083.333333,4470
7119,2.101022836,5500,2604
5867,3.359604814,10833.33333,4148
12491,2.278440168,7268.333333,501
8391,2.094807265,6000,3990
11594,2.907364805,3416.666667,3014
1843,2.177996602,8583.333333,4471
4662,2.277753677,8500,1496
9044,2.327960088,3916.666667,2592
9056,2.2747909,3333.333333,4642
2008,3.031063755,10000,4873
4048,2.428570523,4629.166667,1174
10786,2.972146416,4333.333333,2550
4886,2.139416774,5291.666667,3956
11184,2.092602123,5833.333333,4246
8000,2.589505629,7833.333333,368
12255,2.023098831,5000,2647
550,2.46512101,10416.66667,742
1384,3.535279454,10833.33333,1407
8504,3.760427861,3500,2436
5044,2.419931834,10833.33333,396
5463,2.369532759,12083.33333,4818
6034,3.083327696,6000,3886
11064,3.044246169,7500,1804
13301,2.620737188,5416.666667,2465
9352,2.646397515,8750,3052
1789,2.371064167,6250,2741
12870,3.803791576,9166.666667,4366
7456,2.658254429,6666.666667,4805
6594,2.152373285,5083.333333,3488
1182,3.12125408,9166.666667,636
12309,3.466428197,7750,1737
7058,2.61120827,8750,4685
1065,2.248457601,6826.333333,3754
13280,3.590495884,7083.333333,341
1079,2.753903936,6666.666667,114
8992,2.752980494,8333.333333,3850
3729,2.583222739,5000,1290
4457,3.640741904,3500,4740
12177,3.195785972,6250,4469
11001,3.641797854,8640.833333,1062
11622,2.391959071,3236.25,243
11989,3.547292356,7750,2528
787,2.684040097,7083.333333,2466
11964,2.836401453,4416.666667,1661
3519,2.677529061,9750,544
5540,2.19929865,5333.333333,3408
11034,2.264497999,3500,4810
351,2.785383371,7750,4748
922,3.232277838,6929.5,4515
1987,3.945319316,5833.333333,3694
12535,2.593682745,6500,4354
8157,2.881982688,8750,3444
7735,2.467286345,7500,148
4235,2.48340068,5416.666667,182
6568,2.079173732,5416.666667,2074
10517,2.113690148,7000,1903
8107,3.698830805,11266.66667,891
5750,2.034761059,5000,3710
1321,2.126175574,8750,3460
9830,3.41615219,4916.666667,441
10242,2.635271183,8166.666667,1906
10494,2.371717434,3833.333333,3441
194,3.572409975,5916.666667,1994
5862,2.633895702,6250,1012
860,2.130306377,7083.333333,3643
1044,2.741287355,6833.333333,4154
3648,2.611995411,11750,2007
3768,3.564914998,4420,3633
10612,2.279310261,5208.333333,996
11421,3.90809687,4222.916667,2555
4210,2.673326297,5333.333333,1597
8218,3.098473657,6008.333333,1201
1034,3.386087715,5750,1860
184,2.205818019,11666.66667,4141
3261,2.085898403,8166.666667,4744
8671,2.217647002,7291.666667,3038
12468,2.092923204,4160,579
9671,3.124907944,4750,3555
12629,2.85361532,4083.333333,3982
1370,3.360459542,7916.666667,4880
2262,3.087020843,5416.666667,4349
6590,2.725173293,7500,3259
12614,2.569841742,4333.333333,4942
12656,3.821001317,5639.166667,246
4466,3.168018503,9166.666667,1305
11384,3.163036179,6916.666667,736
11571,3.797830106,9500,1988
2619,2.454492666,8500,3943
10927,2.975314791,6166.666667,1310
5033,3.526663008,11666.66667,1156
7001,2.68420148,7250,3701
11015,3.160499108,4666.666667,1067
4036,2.15789948,3163.333333,4848
835,3.475216167,6666.666667,3460
821,2.354069477,6250,652
1754,3.595854012,3525,605
8234,3.877624489,4583.333333,1376
6346,2.593775934,7666.666667,3420
10410,2.917550731,5373.333333,207
8244,2.97528098,7166.666667,1429
6958,2.958392767,4666.666667,4588
9412,2.349608163,4418.666667,4356
11718,3.049994442,6916.666667,4839
6396,2.289920533,7000,4246
10668,2.194035999,7666.666667,183
6814,3.575106697,4166.666667,3627
5127,3.747407575,7333.333333,247
9950,3.376280323,5750,4578
1218,3.222770191,11083.33333,3042
3502,2.454775846,7339.75,3797
11600,2.485001035,6166.666667,2309
8004,2.318963631,10583.33333,2960
9140,2.174869431,4583.333333,2474
11145,3.466348302,4333.333333,4911
1279,2.782107636,4530.833333,724
13065,2.820103361,4506.25,3591
1170,2.804311108,3666.666667,4881
12846,3.629745204,6066.666667,379
10008,2.179076884,4166.666667,999
2993,2.191499138,5716.666667,2311
4230,2.548957455,9125,4085
12885,3.832507214,10083.33333,4892
10186,2.764071331,9166.666667,2346
12421,2.432127931,4833.333333,4089
1342,2.858730628,4300,4757
5735,2.456016102,6521.666667,474
534,2.247273303,4416.666667,2035
8853,2.052573824,9500,1457
9984,2.665782163,4083.333333,1371
2251,2.801569919,6492.083333,3877
12430,3.551373364,7083.333333,3157
2588,2.674084115,11666.66667,2251
2400,3.708691574,5083.333333,4114
3693,3.929300864,10958.33333,2446
1308,3.39820484,7500,490
11983,2.609311454,8750,3567
2372,2.057011927,7416.666667,1671
297,2.850372702,4750,1571
2558,2.232378326,6121,3104
11198,2.681748538,6000,2874
9391,3.856197102,9583.333333,1887
3131,2.888259583,4500,3132
6992,3.771937021,4583.333333,4037
1787,3.267461522,3728.333333,4610
9439,2.388386184,6413.333333,1363
10075,2.504114218,6666.666667,2367
3295,3.029791446,6666.666667,2922
12488,2.588607428,8750,4728
2848,2.103632642,6333.333333,3975
6165,3.957079684,3750,2813
8689,3.427491478,5416.666667,4984
4825,3.177852689,7083.333333,1398
5987,3.483123369,7083.333333,3284
10030,2.851094086,11250,2903
7683,3.864798673,4166.666667,1314
9391,2.19293613,5333.333333,2317
11892,2.456947116,5000,213
10435,2.584643415,5833.333333,1979
8183,3.638971709,6250,4512
9633,2.818498757,4166.666667,2790
10078,2.564254329,3333.333333,3327
9109,3.371479252,5416.666667,1069
1114,3.975414312,5166.666667,4404
8829,2.212665772,9083.333333,3952
10815,2.313728852,3166.666667,2713
7592,3.770335217,5833.333333,2536
4845,2.972634947,6666.666667,844
9751,2.678398719,7750,2256
5645,2.120027289,4333.333333,190
4862,2.292519441,4166.666667,629
4918,3.400546411,3750,2313
9356,3.569747469,3500,2265
8900,2.272318195,6666.666667,4499
12359,3.392133526,7500,12
5253,3.849915105,7000,1248
13019,2.817976075,10416.66667,110
217,2.715861723,6267.666667,3180
3200,3.293790698,3750,99
7661,3.751042726,3583.333333,153
8386,2.075566576,5250,3725
7947,3.658195315,5100,1048
3578,3.787764423,6250,521
2287,3.912746003,10254.16667,3524
7932,2.84303418,4583.333333,1265
12798,3.279596129,4333.333333,1521
8251,3.030866067,9583.333333,1686
8957,2.602764433,5250,3620
6790,3.595870443,11332.25,3631
5964,3.736850881,6250,1025
2693,2.637315503,3833.333333,4461
6621,2.922939358,10400,3722
13205,3.136702021,4000,1202
2858,3.48723054,5416.666667,2980
9122,3.373874257,4700.75,751
9238,3.93111358,5000,4802
4624,3.816134365,3166.666667,922
6298,2.069232401,9147.416667,3744
3034,3.191908925,7500,1203
252,3.773069431,5541.666667,491
2021,2.832858868,6416.666667,3446
5763,3.941622452,7500,3274
4712,3.807311278,3453.916667,3374
11273,3.832099924,9583.333333,40
10918,2.702477009,5958.333333,3484
12372,2.574364035,4333.333333,1343
4526,3.153395109,7083.333333,1631
11343,2.235909556,6833.333333,124
5843,3.319559841,3250,195
12990,3.619593073,3250,1378
10593,3.842877886,6041.666667,4708
5524,2.110068248,12500,1959
6408,3.299615484,6051.083333,4137
1224,3.950609758,8583.333333,1529
11332,3.341277455,4750,2854
9718,3.210522618,6250,2517
475,3.383397393,8216.666667,2838
4229,2.563200692,5250,950
1925,3.828396288,4558.333333,1014
12778,2.357841407,3500,1480
10446,2.94083408,9583.333333,4673
11804,3.202124332,3333.333333,4500
8162,2.508586572,10416.66667,716
8368,3.011796386,3333.333333,427
1393,3.773395731,3750,3922
12208,2.799214921,4833.333333,1200
12198,3.850155286,5000,3370
6254,2.108522808,5166.666667,1175
466,2.788727268,7986.5,54
7331,2.064953922,4583.333333,547
10238,3.800968315,3938.166667,2924
13167,2.987015354,3333.333333,3623
2380,2.262676813,9583.333333,1953
2677,3.647040295,4333.333333,712
8361,2.667612198,7416.666667,3425
377,2.186832151,6041.666667,2427
616,2.359539855,10000,3155
7436,2.125222531,4833.333333,4238
8412,2.324455018,9166.666667,149
11763,2.922101249,6916.666667,2008
12861,2.046635539,10833.33333,4019
6702,3.369647009,4583.333333,2899
6259,2.07441432,8083.333333,2565
7235,3.48879174,3333.333333,875
6887,3.715737502,11500,4940
10088,2.070427883,6666.666667,3978
5270,3.736245141,4750,1731
13074,3.506042562,7750,2698
12177,3.577886469,7583.333333,856
6212,3.729140036,4583.333333,2286
6954,3.849678481,4333.333333,1544
5187,3.673179428,5875,2570
10642,3.374628078,4458.333333,2765
9618,2.116724285,5082.5,2052
4918,3.617735964,5304.5,891
3136,2.384804,3833.333333,4403
11191,3.160980126,6000,1500
1171,3.979942785,3664.5,4122
8411,2.004887868,4783.333333,3850
10884,3.715132696,5833.333333,2176
9608,3.001180276,12250,1530
8597,3.06078756,4000,3977
3814,2.090481436,6666.666667,4836
453,2.129847892,7666.666667,4134
5906,2.009677525,5833.333333,376
107,2.842086393,5250,801
11166,2.997066901,7333.333333,3419
8067,2.514341273,5416.666667,2878
5527,2.523017627,6275,2818
4087,3.949481332,8083.333333,310
3907,3.77301543,6666.666667,1842
12698,3.9360214,6333.333333,870
7767,2.559986848,5416.666667,158
5790,3.590327266,3333.333333,1508
12167,3.885692873,5416.666667,4644
8710,2.193207378,3733.333333,2363
315,2.192431063,5916.666667,3278
541,2.050888774,7666.666667,3687
8093,3.184121644,11333.33333,710
12813,2.583342496,5000,4485
2795,3.82400703,10833.33333,3835
12642,2.793233556,10000,3014
5077,3.340473241,9375,2051
9562,3.958419564,9375,1460
7481,3.720795944,5250,1156
512,2.816923212,8629.166667,4053
4666,2.389662426,8333.333333,2866
2486,2.293118749,5000,3256
6974,2.2283638,8683.333333,698
11120,2.154645244,4870.666667,3236
1110,2.214082933,6333.333333,3552
6954,3.133702322,7218.75,691
9770,3.878640543,8833.333333,3429
317,3.636849525,11666.66667,2409
10580,3.360862489,3986.666667,3928
7035,2.094934747,7916.666667,1997
1366,3.708127304,5666.666667,4374
956,2.559662135,3250,1427
12688,2.90146135,9216.916667,1463
8130,2.517628697,7466.666667,798
8671,2.238662399,10000,659
13001,3.182971316,9833.333333,3752
3219,2.252797314,6666.666667,2006
13054,3.900719595,3416.666667,456
